S1	S2	Pdb	Substance
2950	6962	HAND2	TBX5
2951	2951	HAP1	HAP1
2951	3203	HAP1	HTT
2951	1989	HAP1	DUT
2951	1343	HAP1	CIT
2951	6271	HAP1	SET
2951	1698	HAP1	CYC1
2951	824	HAP1	C6
2951	162	HAP1	AGT
2951	2545	HAP1	FURIN
2951	7341	HAP1	TRIO
2951	125	HAP1	ADORA2A
2951	639	HAP1	BDNF
2951	5893	HAP1	RILP
2952	14474	HAT1	POTASSIUM
2952	6271	HAT1	SET
2952	1734	HAT1	DAXX
2952	2952	HAT1	HAT1
2952	13007	HAT1	CISPLATIN
2952	5702	HAT1	RAGE
2952	5676	HAT1	RAD1
2952	4120	HAT1	MET
2953	13683	HAUS1	HYDROXYUREA
2953	2645	HAUS1	GC
2953	5831	HAUS1	REST
2954	7304	HAUS7	TREX2
2954	2645	HAUS7	GC
2954	5831	HAUS7	REST
2954	6271	HAUS7	SET
2955	6271	HAVCR1	SET
2955	7944	HAVCR1	INTERLEUKIN
2955	11608	HAVCR1	ATOPY
2955	941	HAVCR1	CAST
2955	1081	HAVCR1	CD28
2955	2558	HAVCR1	FYN
2955	6684	HAVCR1	SRC
2955	2955	HAVCR1	HAVCR1
2955	14474	HAVCR1	POTASSIUM
2955	13007	HAVCR1	CISPLATIN
2955	13091	HAVCR1	CYCLOSPORINE
2956	6271	HAVCR2	SET
2956	1276	HAVCR2	CFTR
2956	7944	HAVCR2	INTERLEUKIN
2956	7945	HAVCR2	IL-6
2956	6080	HAVCR2	RUNX3
2956	2645	HAVCR2	GC
2956	5831	HAVCR2	REST
2957	2957	HAX1	HAX1
2957	5879	HAX1	RHOA
2957	7948	HAX1	HEPATOCYTES
2957	5125	HAX1	PKD2
2957	5124	HAX1	PKD1
2957	5183	HAX1	PLN
2957	2349	HAX1	FAS
2957	2645	HAX1	GC
2957	5831	HAX1	REST
2957	6271	HAX1	SET
2957	5878	HAX1	RHO
2957	932	HAX1	CASP3
2957	2842	HAX1	GRB7
2957	2128	HAX1	ELANE
2957	3202	HAX1	HTRA2
2958	6271	HBA1	SET
2958	8809	HBA1	ALPHA-THALASSEMIA
2958	228	HBA1	ALK
2958	1772	HBA1	DDR1
2958	2069	HBA1	EGFR
2958	4073	HBA1	MECP2
2958	2958	HBA1	HBA1
2958	5720	HBA1	RANBP1
2959	2959	HBA2	HBA2
2959	8809	HBA2	ALPHA-THALASSEMIA
2959	228	HBA2	ALK
2959	1772	HBA2	DDR1
2959	2069	HBA2	EGFR
2959	2645	HBA2	GC
2959	6271	HBA2	SET
2959	5831	HBA2	REST
2959	3636	HBA2	KIT
2959	1621	HBA2	CTCF
2959	5981	HBA2	RPL11
2959	3475	HBA2	JAK2
2959	7931	HBA2	JAK
2959	6756	HBA2	STAT1
2959	6758	HBA2	STAT3
2959	214	HBA2	ALAS2
2961	2960	HBD	HBB
2961	2961	HBD	HBD
2961	2959	HBD	HBA2
2961	9275	HBD	BETA-THALASSEMIA
2961	619	HBD	BCL11A
2961	4317	HBD	MYB
2961	228	HBD	ALK
2961	1772	HBD	DDR1
2961	2069	HBD	EGFR
2961	9458	HBD	DELTA-THALASSEMIA
2961	5038	HBD	PHB
2962	9275	HBE1	BETA-THALASSEMIA
2962	619	HBE1	BCL11A
2962	4317	HBE1	MYB
2962	4038	HBE1	MBP
2962	1621	HBE1	CTCF
2963	6271	HBEGF	SET
2963	2068	HBEGF	EGF
2963	2069	HBEGF	EGFR
2963	4101	HBEGF	MEF2A
2963	363	HBEGF	AR
2963	1218	HBEGF	CDX2
2963	7939	HBEGF	MAPK
2963	7940	HBEGF	AKT
2963	734	HBEGF	BTC
2963	2963	HBEGF	HBEGF
2963	92	HBEGF	ADAM17
2963	365	HBEGF	AREG
2963	7037	HBEGF	TGFA
2963	2645	HBEGF	GC
2963	5831	HBEGF	REST
2963	7944	HBEGF	INTERLEUKIN
2963	3147	HBEGF	HR
2963	3491	HBEGF	JUN
2963	2220	HBEGF	ERBB4
2964	5425	HBG2	PRMT1
2964	619	HBG2	BCL11A
2964	2964	HBG2	HBG2
2964	9275	HBG2	BETA-THALASSEMIA
2964	1530	HBG2	CR1
2964	5878	HBG2	RHO
2964	2645	HBG2	GC
2964	5831	HBG2	REST
2964	228	HBG2	ALK
2964	1772	HBG2	DDR1
2964	2069	HBG2	EGFR
2964	8809	HBG2	ALPHA-THALASSEMIA
2964	1621	HBG2	CTCF
2964	6271	HBG2	SET
2964	828	HBG2	C7
2965	2965	HBP1	HBP1
2965	7939	HBP1	MAPK
2965	4147	HBP1	MIF
2965	6271	HBP1	SET
2965	7948	HBP1	HEPATOCYTES
2965	10071	HBP1	RETINOBLASTOMA
2965	1072	HBP1	CD2
2965	3218	HBP1	ID2
2965	6614	HBP1	SOX2
2965	3219	HBP1	ID3
2965	6386	HBP1	SIN3A
2965	2645	HBP1	GC
2965	5831	HBP1	REST
2965	325	HBP1	APC
2965	3086	HBP1	HMGB1
2965	14474	HBP1	POTASSIUM
2965	4120	HBP1	MET
2966	6271	HBXIP	SET
2966	2966	HBXIP	HBXIP
2966	664	HBXIP	BIRC5
2966	7732	HBXIP	XIAP
2966	501	HBXIP	ATM
2966	534	HBXIP	ATR
2967	2967	HBZ	HBZ
2967	3491	HBZ	JUN
2967	3492	HBZ	JUNB
2967	6271	HBZ	SET
2967	8809	HBZ	ALPHA-THALASSEMIA
2967	6622	HBZ	SP1
2967	2964	HBZ	HBG2
2967	7520	HBZ	UCP2
2967	14518	HBZ	PROGESTERONE
2968	6271	HCFC1	SET
2968	2756	HCFC1	GNAS
2968	4990	HCFC1	PEG3
2968	7771	HCFC1	YY1
2968	590	HCFC1	BAP1
2968	2968	HCFC1	HCFC1
2968	6622	HCFC1	SP1
2968	3713	HCFC1	L1CAM
2968	4765	HCFC1	OGT
2968	6053	HCFC1	RRM1
2968	7055	HCFC1	THAP1
2968	466	HCFC1	ASF1B
2968	13393	HCFC1	ESTROGEN
2968	4112	HCFC1	MEN1
2968	4168	HCFC1	MLL
2968	7691	HCFC1	WDR5
2968	898	HCFC1	CAMP
2968	2454	HCFC1	FHL2
2969	6271	HCFC1R1	SET
2969	689	HCFC1R1	BMPR2
2969	6326	HCFC1R1	SH2B3
2969	6502	HCFC1R1	SMARCA4
2969	2645	HCFC1R1	GC
2969	5831	HCFC1R1	REST
2970	2970	HCK	HCK
2970	6684	HCK	SRC
2970	2645	HCK	GC
2970	5831	HCK	REST
2970	3742	HCK	LCK
2970	228	HCK	ALK
2970	1772	HCK	DDR1
2970	2069	HCK	EGFR
2970	91	HCK	ADAM15
2970	6271	HCK	SET
2970	6622	HCK	SP1
2970	2482	HCK	FLT3
2970	2026	HCK	ECD
2970	1000	HCK	CCL17
2970	1006	HCK	CCL22
2970	3896	HCK	LYN
2970	2451	HCK	FGR
2971	327	HCLS1	APCS
2971	6684	HCLS1	SRC
2971	3896	HCLS1	LYN
2971	3456	HCLS1	ITK
2971	6998	HCLS1	TEC
2971	7605	HCLS1	VAV1
2971	3218	HCLS1	ID2
2971	3219	HCLS1	ID3
2971	2558	HCLS1	FYN
2971	3742	HCLS1	LCK
2971	2971	HCLS1	HCLS1
2971	4892	HCLS1	PC
2971	6271	HCLS1	SET
2971	1558	HCLS1	CRK
2971	2645	HCLS1	GC
2971	5831	HCLS1	REST
2971	6854	HCLS1	SYK
2971	3152	HCLS1	HS1BP3
2971	2420	HCLS1	FES
2972	325	HCN1	APC
2972	6271	HCN1	SET
2972	898	HCN1	CAMP
2972	2972	HCN1	HCN1
2972	2973	HCN1	HCN4
2972	5831	HCN1	REST
2972	6684	HCN1	SRC
2973	898	HCN4	CAMP
2973	2973	HCN4	HCN4
2973	5831	HCN4	REST
2973	7036	HCN4	TG
2973	2972	HCN4	HCN1
2973	14474	HCN4	POTASSIUM
2973	689	HCN4	BMPR2
2973	6326	HCN4	SH2B3
2973	6502	HCN4	SMARCA4
2973	6271	HCN4	SET
2973	6684	HCN4	SRC
2973	2719	HCN4	GLI3
2973	3636	HCN4	KIT
2973	5660	HCN4	RAB8B
2973	6177	HCN4	SCN5A
2974	6271	HCRTR1	SET
2974	2974	HCRTR1	HCRTR1
2974	2975	HCRTR1	HCRTR2
2974	11264	HCRTR1	NARCOLEPSY
2974	898	HCRTR1	CAMP
2974	13606	HCRTR1	GLUCAGON
2974	14101	HCRTR1	MODAFINIL
2975	6271	HCRTR2	SET
2975	2975	HCRTR2	HCRTR2
2975	11264	HCRTR2	NARCOLEPSY
2975	2974	HCRTR2	HCRTR1
2975	14101	HCRTR2	MODAFINIL
2975	5321	HCRTR2	PPOX
2975	1559	HCRTR2	CRKL
2975	1922	HCRTR2	DOK1
2975	1923	HCRTR2	DOK2
2975	3347	HCRTR2	IL6
2975	898	HCRTR2	CAMP
2976	6271	HCST	SET
2976	6684	HCST	SRC
2976	7605	HCST	VAV1
2976	7606	HCST	VAV2
2976	7607	HCST	VAV3
2976	2841	HCST	GRB2
2976	5878	HCST	RHO
2976	7940	HCST	AKT
2976	6854	HCST	SYK
2976	1081	HCST	CD28
2976	7053	HCST	TH
2976	3063	HCST	HLA-B
2976	7118	HCST	TLR4
2976	7300	HCST	TREM2
2977	7006	HDAC1	TES
2977	6271	HDAC1	SET
2977	2977	HDAC1	HDAC1
2977	3809	HDAC1	LMO2
2977	4033	HDAC1	MBD3
2977	4265	HDAC1	MTA3
2977	3147	HDAC1	HR
2977	14474	HDAC1	POTASSIUM
2977	4104	HDAC1	MEF2D
2977	635	HDAC1	BCOR
2977	3205	HDAC1	HUS1
2977	2981	HDAC1	HDAC3
2977	1734	HDAC1	DAXX
2977	5204	HDAC1	PML
2977	2982	HDAC1	HDAC4
2977	2983	HDAC1	HDAC5
2977	2980	HDAC1	HDAC2
2977	4032	HDAC1	MBD2
2977	7048	HDAC1	TGIF2
2977	5722	HDAC1	RANBP2
2977	5534	HDAC1	PTH
2977	2645	HDAC1	GC
2977	6626	HDAC1	SP3
2977	6132	HDAC1	SAP130
2977	5793	HDAC1	RBP1
2977	6386	HDAC1	SIN3A
2977	10071	HDAC1	RETINOBLASTOMA
2977	6622	HDAC1	SP1
2977	719	HDAC1	BRMS1
2977	5820	HDAC1	REL
2977	6134	HDAC1	SAP30
2977	6136	HDAC1	SAP30L
2977	2010	HDAC1	E2F1
2977	7284	HDAC1	TRAF6
2977	6404	HDAC1	SKI
2977	1292	HDAC1	CHFR
2977	6609	HDAC1	SOX10
2977	497	HDAC1	ATG5
2977	14438	HDAC1	PHENYLEPHRINE
2977	1905	HDAC1	DNMT1
2977	4168	HDAC1	MLL
2977	13393	HDAC1	ESTROGEN
2977	14957	HDAC1	THYROID
2977	4324	HDAC1	MYC
2977	6387	HDAC1	SIN3B
2977	7771	HDAC1	YY1
2977	6846	HDAC1	SUV39H1
2977	2232	HDAC1	ERG
2977	1906	HDAC1	DNMT3A
2977	1907	HDAC1	DNMT3B
2977	2441	HDAC1	FGF8
2977	6360	HDAC1	SHH
2977	1619	HDAC1	CTBP1
2977	1620	HDAC1	CTBP2
2977	2987	HDAC1	HDAC9
2977	6684	HDAC1	SRC
2977	2026	HDAC1	ECD
2977	7940	HDAC1	AKT
2977	3258	HDAC1	IGF1
2977	3259	HDAC1	IGF1R
2977	6955	HDAC1	TBP
2977	4531	HDAC1	NGF
2977	2013	HDAC1	E2F4
2977	5831	HDAC1	REST
2978	6271	HDAC10	SET
2978	2978	HDAC10	HDAC10
2978	2987	HDAC10	HDAC9
2978	14097	HDAC10	MITOMYCIN
2978	2984	HDAC10	HDAC6
2978	7441	HDAC10	TXNIP
2978	2981	HDAC10	HDAC3
2978	2982	HDAC10	HDAC4
2978	4880	HDAC10	PAX3
2978	2985	HDAC10	HDAC7
2978	2980	HDAC10	HDAC2
2978	10071	HDAC10	RETINOBLASTOMA
2978	14957	HDAC10	THYROID
2978	5831	HDAC10	REST
2978	3218	HDAC10	ID2
2978	3219	HDAC10	ID3
2978	4038	HDAC10	MBP
2979	6271	HDAC11	SET
2979	2979	HDAC11	HDAC11
2979	7944	HDAC11	INTERLEUKIN
2979	1216	HDAC11	CDT1
2979	3500	HDAC11	KAT2B
2979	2010	HDAC11	E2F1
2979	2013	HDAC11	E2F4
2979	2983	HDAC11	HDAC5
2979	2984	HDAC11	HDAC6
2979	2987	HDAC11	HDAC9
2979	6392	HDAC11	SIRT1
2979	3218	HDAC11	ID2
2979	3219	HDAC11	ID3
2979	327	HDAC11	APCS
2979	2510	HDAC11	FOXH1
2979	2879	HDAC11	GSC
2979	2645	HDAC11	GC
2979	5831	HDAC11	REST
2979	4038	HDAC11	MBP
2979	7006	HDAC11	TES
2980	6271	HDAC2	SET
2980	2980	HDAC2	HDAC2
2980	9737	HDAC2	NEUROBLASTOMA
2980	2977	HDAC2	HDAC1
2980	2981	HDAC2	HDAC3
2980	6133	HDAC2	SAP18
2980	7771	HDAC2	YY1
2980	2022	HDAC2	EBF1
2980	3650	HDAC2	KLF4
2980	1905	HDAC2	DNMT1
2980	1906	HDAC2	DNMT3A
2980	1907	HDAC2	DNMT3B
2980	4531	HDAC2	NGF
2980	3147	HDAC2	HR
2980	7053	HDAC2	TH
2980	5831	HDAC2	REST
2980	2645	HDAC2	GC
2980	3063	HDAC2	HLA-B
2980	534	HDAC2	ATR
2980	1286	HDAC2	CHD4
2980	1871	HDAC2	DMAP1
2980	2978	HDAC2	HDAC10
2980	10071	HDAC2	RETINOBLASTOMA
2980	14957	HDAC2	THYROID
2980	6622	HDAC2	SP1
2980	6626	HDAC2	SP3
2980	1734	HDAC2	DAXX
2980	5534	HDAC2	PTH
2980	6132	HDAC2	SAP130
2980	4994	HDAC2	PELP1
2980	13393	HDAC2	ESTROGEN
2980	1619	HDAC2	CTBP1
2980	1620	HDAC2	CTBP2
2980	6134	HDAC2	SAP30
2980	6136	HDAC2	SAP30L
2980	6386	HDAC2	SIN3A
2980	1292	HDAC2	CHFR
2980	6609	HDAC2	SOX10
2980	497	HDAC2	ATG5
2980	14438	HDAC2	PHENYLEPHRINE
2980	3749	HDAC2	LDB1
2980	5910	HDAC2	RLIM
2980	7006	HDAC2	TES
2981	7006	HDAC3	TES
2981	6271	HDAC3	SET
2981	2981	HDAC3	HDAC3
2981	2977	HDAC3	HDAC1
2981	2980	HDAC3	HDAC2
2981	2072	HDAC3	EGR1
2981	1734	HDAC3	DAXX
2981	5204	HDAC3	PML
2981	2982	HDAC3	HDAC4
2981	2983	HDAC3	HDAC5
2981	2985	HDAC3	HDAC7
2981	2978	HDAC3	HDAC10
2981	5722	HDAC3	RANBP2
2981	14957	HDAC3	THYROID
2981	635	HDAC3	BCOR
2981	2830	HDAC3	GPS2
2981	5534	HDAC3	PTH
2981	1722	HDAC3	DACH1
2981	1723	HDAC3	DACH2
2981	6404	HDAC3	SKI
2981	6493	HDAC3	SMAD2
2981	6494	HDAC3	SMAD3
2981	6495	HDAC3	SMAD4
2981	6709	HDAC3	SRY
2981	10071	HDAC3	RETINOBLASTOMA
2981	4548	HDAC3	NKAP
2981	898	HDAC3	CAMP
2981	7036	HDAC3	TG
2981	4288	HDAC3	MTOR
2981	9729	HDAC3	OBESITY
2981	4664	HDAC3	NR4A2
2981	6386	HDAC3	SIN3A
2981	4154	HDAC3	MITF
2981	4436	HDAC3	NCOR1
2981	5878	HDAC3	RHO
2981	6400	HDAC3	SIX6
2981	2987	HDAC3	HDAC9
2981	1619	HDAC3	CTBP1
2981	2720	HDAC3	GLIS2
2981	7940	HDAC3	AKT
2981	3218	HDAC3	ID2
2981	4324	HDAC3	MYC
2981	3147	HDAC3	HR
2981	7053	HDAC3	TH
2981	2661	HDAC3	GDF11
2983	6271	HDAC5	SET
2983	2980	HDAC5	HDAC2
2983	3650	HDAC5	KLF4
2983	2983	HDAC5	HDAC5
2983	7771	HDAC5	YY1
2983	2982	HDAC5	HDAC4
2983	4103	HDAC5	MEF2C
2983	1279	HDAC5	CGN
2983	2977	HDAC5	HDAC1
2983	2985	HDAC5	HDAC7
2983	4200	HDAC5	MMP9
2983	7252	HDAC5	TP73
2983	635	HDAC5	BCOR
2983	2981	HDAC5	HDAC3
2983	2984	HDAC5	HDAC6
2983	6386	HDAC5	SIN3A
2983	14957	HDAC5	THYROID
2983	208	HDAC5	AKT1
2983	6097	HDAC5	RYR2
2983	7940	HDAC5	AKT
2983	4663	HDAC5	NR4A1
2983	13393	HDAC5	ESTROGEN
2983	1619	HDAC5	CTBP1
2983	1620	HDAC5	CTBP2
2983	6689	HDAC5	SRF
2983	172	HDAC5	AHR
2983	173	HDAC5	AHRR
2983	270	HDAC5	ANKRA2
2983	1105	HDAC5	CD63
2983	4488	HDAC5	NES
2983	580	HDAC5	BAHD1
2983	4031	HDAC5	MBD1
2983	2987	HDAC5	HDAC9
2984	7006	HDAC6	TES
2984	6271	HDAC6	SET
2985	2982	HDAC7	HDAC4
2985	4103	HDAC7	MEF2C
2985	6271	HDAC7	SET
2985	2981	HDAC7	HDAC3
2985	2985	HDAC7	HDAC7
2985	4154	HDAC7	MITF
2985	4200	HDAC7	MMP9
2985	7252	HDAC7	TP73
2985	630	HDAC7	BCL6
2985	2983	HDAC7	HDAC5
2985	2977	HDAC7	HDAC1
2985	7939	HDAC7	MAPK
2985	14474	HDAC7	POTASSIUM
2985	6622	HDAC7	SP1
2985	4488	HDAC7	NES
2985	6386	HDAC7	SIN3A
2985	14957	HDAC7	THYROID
2985	2645	HDAC7	GC
2985	5831	HDAC7	REST
2985	6758	HDAC7	STAT3
2985	2987	HDAC7	HDAC9
2985	4104	HDAC7	MEF2D
2985	4101	HDAC7	MEF2A
2985	5722	HDAC7	RANBP2
2985	4888	HDAC7	PBRM1
2985	6273	HDAC7	SETD2
2985	7625	HDAC7	VHL
2985	2291	HDAC7	EZH2
2985	4245	HDAC7	MSC
2985	2978	HDAC7	HDAC10
2985	14097	HDAC7	MITOMYCIN
2985	851	HDAC7	CABIN1
2986	6271	HDAC8	SET
2986	2977	HDAC8	HDAC1
2986	2986	HDAC8	HDAC8
2986	2980	HDAC8	HDAC2
2986	2981	HDAC8	HDAC3
2986	2984	HDAC8	HDAC6
2986	6392	HDAC8	SIRT1
2986	3218	HDAC8	ID2
2986	3219	HDAC8	ID3
2986	4806	HDAC8	OTX2
2986	2982	HDAC8	HDAC4
2986	2987	HDAC8	HDAC9
2986	6079	HDAC8	RUNX2
2986	2983	HDAC8	HDAC5
2986	14474	HDAC8	POTASSIUM
2986	689	HDAC8	BMPR2
2986	6326	HDAC8	SH2B3
2986	6502	HDAC8	SMARCA4
2988	1907	HDGF	DNMT3B
2988	2988	HDGF	HDGF
2988	6271	HDGF	SET
2988	6684	HDGF	SRC
2988	573	HDGF	BAD
2988	3013	HDGF	HGF
2988	7939	HDGF	MAPK
2988	4498	HDGF	NEUROG2
2988	4882	HDGF	PAX6
2988	6532	HDGF	SMYD1
2988	7162	HDGF	TNF
2989	6271	HDLBP	SET
2989	2989	HDLBP	HDLBP
2989	689	HDLBP	BMPR2
2989	6326	HDLBP	SH2B3
2989	6502	HDLBP	SMARCA4
2989	349	HDLBP	APOE
2989	228	HDLBP	ALK
2989	1772	HDLBP	DDR1
2989	2069	HDLBP	EGFR
2990	6271	HEATR1	SET
2990	2645	HEATR1	GC
2990	5831	HEATR1	REST
2990	501	HEATR1	ATM
2990	534	HEATR1	ATR
2991	6271	HEBP2	SET
2991	13091	HEBP2	CYCLOSPORINE
2991	3063	HEBP2	HLA-B
2991	1233	HEBP2	CECR2
2991	3851	HEBP2	LRPPRC
2992	2992	HECTD1	HECTD1
2992	6271	HECTD1	SET
2992	3823	HECTD1	LOX
2993	6594	HECW1	SOD1
2993	6271	HECW1	SET
2993	4445	HECW1	NDEL1
2993	9737	HECW1	NEUROBLASTOMA
2993	13007	HECW1	CISPLATIN
2994	4470	HECW2	NEDD4
2994	6594	HECW2	SOD1
2994	797	HECW2	C2
2994	6271	HECW2	SET
2995	797	HELB	C2
2995	1003	HELB	CCL2
2995	6271	HELB	SET
2995	2645	HELB	GC
2995	5831	HELB	REST
2995	501	HELB	ATM
2995	534	HELB	ATR
2996	2996	HERC1	HERC1
2996	366	HERC1	ARF1
2996	370	HERC1	ARF6
2996	13507	HERC1	FLUORIDE
2996	5719	HERC1	RAN
2996	5876	HERC1	RHEB
2996	7368	HERC1	TSC1
2996	7369	HERC1	TSC2
2996	501	HERC1	ATM
2996	534	HERC1	ATR
2996	6271	HERC1	SET
2996	4288	HERC1	MTOR
2996	4892	HERC1	PC
2997	2997	HERC3	HERC3
2997	5802	HERC3	RCC1
2997	2645	HERC3	GC
2997	5831	HERC3	REST
2997	6271	HERC3	SET
2998	2998	HERC5	HERC5
2998	3412	HERC5	IRF3
2998	3421	HERC5	ISG15
2998	5099	HERC5	PIN1
2998	6409	HERC5	SKP2
2998	5802	HERC5	RCC1
2998	7944	HERC5	INTERLEUKIN
2998	6271	HERC5	SET
2998	2645	HERC5	GC
2998	5831	HERC5	REST
2998	3415	HERC5	IRF7
2998	4331	HERC5	MYD88
2998	7116	HERC5	TLR2
2998	7117	HERC5	TLR3
2998	7118	HERC5	TLR4
2998	6951	HERC5	TBK1
2998	7284	HERC5	TRAF6
2998	5776	HERC5	RBCK1
2998	1919	HERC5	DOCK7
2998	7368	HERC5	TSC1
2998	7369	HERC5	TSC2
2998	228	HERC5	ALK
2998	1772	HERC5	DDR1
2998	2069	HERC5	EGFR
2998	501	HERC5	ATM
2998	534	HERC5	ATR
2999	2645	HERC6	GC
2999	5831	HERC6	REST
2999	6271	HERC6	SET
3000	6271	HERPUD1	SET
3000	484	HERPUD1	ATF4
3000	3000	HERPUD1	HERPUD1
3000	3175	HERPUD1	HSPA5
3000	486	HERPUD1	ATF6
3000	4663	HERPUD1	NR4A1
3000	349	HERPUD1	APOE
3000	1264	HERPUD1	CETP
3000	2308	HERPUD1	F9
3000	9729	HERPUD1	OBESITY
3001	3001	HES1	HES1
3001	14262	HES1	NYSTATIN
3001	6271	HES1	SET
3001	4867	HES1	PARP1
3001	4531	HES1	NGF
3001	7105	HES1	TLE1
3001	600	HES1	BAX
3001	7944	HES1	INTERLEUKIN
3001	3008	HES1	HEY1
3001	3009	HES1	HEY2
3001	5522	HES1	PTF1A
3001	10132	HES1	PHEOCHROMOCYTOMA
3001	957	HES1	CBS
3001	2645	HES1	GC
3001	5831	HES1	REST
3001	2340	HES1	FANCD2
3001	4603	HES1	NOTCH1
3001	14097	HES1	MITOMYCIN
3001	3218	HES1	ID2
3001	6758	HES1	STAT3
3001	3615	HES1	KIF3A
3001	6360	HES1	SHH
3001	461	HES1	ASCL1
3001	6398	HES1	SIX3
3001	7013	HES1	TF
3001	5598	HES1	PWP2
3001	7106	HES1	TLE2
3001	3002	HES1	HES6
3002	3001	HES6	HES1
3002	3002	HES6	HES6
3002	503	HES6	ATOH1
3002	2645	HES6	GC
3002	5831	HES6	REST
3002	4996	HES6	PER1
3002	4997	HES6	PER2
3002	4998	HES6	PER3
3002	1637	HES6	CTR9
3002	6271	HES6	SET
3003	3003	HESX1	HESX1
3003	6271	HESX1	SET
3003	10820	HESX1	SCHIZENCEPHALY
3003	7105	HESX1	TLE1
3003	5269	HESX1	PORCN
3003	1632	HESX1	CTNNB1
3003	1846	HESX1	DKK1
3003	3848	HESX1	LRP6
3003	3777	HESX1	LHX3
3004	3004	HEXA	HEXA
3006	2645	HEXIM1	GC
3006	5831	HEXIM1	REST
3006	13393	HEXIM1	ESTROGEN
3006	1201	HEXIM1	CDK9
3006	3006	HEXIM1	HEXIM1
3006	3007	HEXIM1	HEXIM2
3006	1447	HEXIM1	COIL
3006	1339	HEXIM1	CIITA
3006	2981	HEXIM1	HDAC3
3006	659	HEXIM1	BID
3006	712	HEXIM1	BRD4
3006	3218	HEXIM1	ID2
3006	3219	HEXIM1	ID3
3006	1199	HEXIM1	CDK7
3006	2442	HEXIM1	FGF9
3006	2949	HEXIM1	HAND1
3006	6271	HEXIM1	SET
3007	1201	HEXIM2	CDK9
3007	3006	HEXIM2	HEXIM1
3007	3007	HEXIM2	HEXIM2
3007	1707	HEXIM2	CYP17A1
3007	1708	HEXIM2	CYP1A2
3007	2438	HEXIM2	FGF5
3007	6326	HEXIM2	SH2B3
3007	7888	HEXIM2	ZNF652
3007	1447	HEXIM2	COIL
3007	2645	HEXIM2	GC
3007	5831	HEXIM2	REST
3007	2442	HEXIM2	FGF9
3008	3008	HEY1	HEY1
3008	3009	HEY1	HEY2
3008	6271	HEY1	SET
3008	9737	HEY1	NEUROBLASTOMA
3008	10222	HEY1	OSTEOSARCOMA
3008	325	HEY1	APC
3008	4603	HEY1	NOTCH1
3008	3001	HEY1	HES1
3008	2977	HEY1	HDAC1
3008	6122	HEY1	SACS
3008	2634	HEY1	GATA4
3008	2636	HEY1	GATA6
3008	4604	HEY1	NOTCH2
3008	679	HEY1	BMP2
3008	6959	HEY1	TBX2
3008	3802	HEY1	LLGL1
3008	503	HEY1	ATOH1
3008	5796	HEY1	RBPJ
3008	3480	HEY1	JARID2
3008	2645	HEY1	GC
3008	5831	HEY1	REST
3008	715	HEY1	BRE
3008	6609	HEY1	SOX10
3008	1621	HEY1	CTCF
3008	4324	HEY1	MYC
3008	5679	HEY1	RAD21
3008	2040	HEY1	EDN1
3008	5878	HEY1	RHO
3008	7599	HEY1	VANGL2
3008	5232	HEY1	POLE
3008	6921	HEY1	TAL1
3008	1850	HEY1	DLD
3009	3001	HEY2	HES1
3009	3008	HEY2	HEY1
3009	3009	HEY2	HEY2
3009	4603	HEY2	NOTCH1
3009	2977	HEY2	HDAC1
3009	3472	HEY2	JAG1
3009	6122	HEY2	SACS
3009	2634	HEY2	GATA4
3009	2636	HEY2	GATA6
3009	6962	HEY2	TBX5
3009	4604	HEY2	NOTCH2
3009	679	HEY2	BMP2
3009	6959	HEY2	TBX2
3009	9737	HEY2	NEUROBLASTOMA
3009	4607	HEY2	NOTCH4
3009	3002	HEY2	HES6
3009	3010	HEY2	HEYL
3009	3063	HEY2	HLA-B
3009	6524	HEY2	SMO
3009	1865	HEY2	DLL4
3009	2484	HEY2	FLT4
3009	7620	HEY2	VEGFC
3009	1850	HEY2	DLD
3009	3802	HEY2	LLGL1
3009	503	HEY2	ATOH1
3009	5796	HEY2	RBPJ
3009	3480	HEY2	JARID2
3009	2201	HEY2	EPHB4
3009	6271	HEY2	SET
3010	3008	HEYL	HEY1
3010	3009	HEYL	HEY2
3010	363	HEYL	AR
3010	3010	HEYL	HEYL
3010	9737	HEYL	NEUROBLASTOMA
3010	3001	HEYL	HES1
3010	3002	HEYL	HES6
3010	4603	HEYL	NOTCH1
3010	2634	HEYL	GATA4
3010	2636	HEYL	GATA6
3010	4604	HEYL	NOTCH2
3010	6271	HEYL	SET
3010	1850	HEYL	DLD
3011	3011	HFE	HFE
3011	10374	HFE	HEMOCHROMATOSIS
3011	5832	HFE	RET
3011	2838	HFE	GRASP
3011	13393	HFE	ESTROGEN
3011	5321	HFE	PPOX
3011	6271	HFE	SET
3011	7013	HFE	TF
3011	3062	HFE	HLA-A
3011	3063	HFE	HLA-B
3012	6271	HGD	SET
3012	3012	HGD	HGD
3012	11930	HGD	ALKAPTONURIA
3012	942	HGD	CAT
3012	2645	HGD	GC
3012	5831	HGD	REST
3013	3013	HGF	HGF
3013	7948	HGF	HEPATOCYTES
3013	4120	HGF	MET
3013	6271	HGF	SET
3013	6769	HGF	STIM1
3013	1016	HGF	CCL4
3013	7944	HGF	INTERLEUKIN
3013	10222	HGF	OSTEOSARCOMA
3013	1746	HGF	DBP
3013	2285	HGF	EXT1
3013	7939	HGF	MAPK
3013	7940	HGF	AKT
3013	5545	HGF	PTN
3013	1276	HGF	CFTR
3013	942	HGF	CAT
3013	4724	HGF	NUMB
